clave_alumno,clave_carrera,sexo,prepa,colonia,municipio,ciudad,ingreso,termino,causa_salida
6665,0,1,107,rosales,25006.0,Culiacan,2063.0,,1
6667,0,2,118,Infonavit Jobori,25006.0,Culiacan,2063.0,,1
6669,0,2,107,Libertad,25006.0,Culiacan,2063.0,,1
6670,0,1,144,Militar,25015.0,Guamuchil,2063.0,,1
6673,0,1,153,FRACC.,25006.0,Culiacan,2063.0,,1
6674,0,1,107,Bugambilias,25006.0,Culiacan,2063.0,,1
6675,0,1,223,Olas,25006.0,Culiacan,2063.0,,1
6680,0,1,112,Centro,25015.0,Guamuchil,2063.0,,1
6832,0,1,166,Estadio,25006.0,Culiacan,2063.0,,1
6905,0,2,107,Los Angeles,25006.0,Culiacan,2063.0,,1
6945,0,1,107,Nuevo,25006.0,Culiacan,2063.0,,1
6966,0,1,71,VILLAS,25006.0,Culiacan,2063.0,,1
7147,0,1,26,Canaco,25006.0,Culiacan,2063.0,,1
7153,0,1,27,IND.,25006.0,Culiacan,2063.0,,1
7155,0,1,26,SALVADOR,25006.0,Culiacan,2063.0,,1
7165,0,1,107,Universidad 94,25006.0,Culiacan,2063.0,,1
7194,0,1,26,Los Angeles,25006.0,Culiacan,2063.0,,1
7259,0,2,107,El Walamo,25006.0,Culiacan,2063.0,,1
7261,0,2,29,Nayarit,25018.0,Navolato,2063.0,,1
7266,0,1,153,Issstesin,25006.0,Culiacan,2063.0,,1
7290,0,1,107,jorge,25006.0,Culiacan,2063.0,,1
7292,0,2,121,Centro,25006.0,Culiacan,2063.0,,1
7310,0,1,121,INF.,25006.0,Culiacan,2063.0,,1
7311,0,2,29,,25018.0,Navolato,2063.0,,1
7315,0,2,117,Morelos,25006.0,Culiacan,2063.0,,1
7319,0,1,107,Bugambilias,25006.0,Culiacan,2063.0,,1
7393,0,2,55,Industrial Bravo,25006.0,Culiacan,2071.0,,1
7400,0,1,71,DEPARTAMENTO,25006.0,Culiacan,2071.0,,1
7412,0,2,153,Canaco,25006.0,Culiacan,2071.0,,1
7413,0,2,124,Pemex,25006.0,Culiacan,2071.0,,1
7429,0,2,71,Libertad,25006.0,Culiacan,2071.0,,1
7446,0,1,153,San Rafael,25006.0,Culiacan,2073.0,,1
7510,0,1,107,VILLA,25006.0,Culiacan,2073.0,,1
7511,0,1,63,CAMPO,25018.0,Navolato,2073.0,,1
7515,0,1,121,El Walamo,25006.0,Culiacan,2073.0,,1
7529,0,1,117,INF.,25006.0,Culiacan,2073.0,,1
7533,0,1,23,Jardin,25006.0,Culiacan,2073.0,,1
7626,0,1,156,CALDERON,25018.0,Navolato,2073.0,,1
7629,0,2,107,BUENOS AIRES,25006.0,Culiacan,2073.0,,1
7631,0,2,21,Centro,25015.0,Guamuchil,2073.0,,1
7633,0,2,107,Pemex,25006.0,Culiacan,2073.0,,1
7663,0,1,112,Magisterio,25015.0,Guamuchil,2073.0,,1
7677,0,1,26,Industrial Bravo,25006.0,Culiacan,2073.0,,1
7773,0,1,107,IND.,25006.0,Culiacan,2073.0,,1
7792,0,2,117,Lazaro Cardenas,25006.0,Culiacan,2073.0,,1
7796,0,1,25,Campestre,25006.0,Culiacan,2073.0,,1
7802,0,1,117,Presidentes,25006.0,Culiacan,2073.0,,1
7813,0,2,117,Guadalupe,25006.0,Culiacan,2073.0,,1
7822,0,1,107,FRACC.,25006.0,Culiacan,2073.0,,1
7826,0,1,46,Bachigualato,25006.0,Culiacan,2073.0,,1
7849,0,2,97,Infonavit Jobori,25006.0,Culiacan,2073.0,,1
7852,0,1,107,Infonavit Jobori,25006.0,Culiacan,2073.0,,1
7896,0,1,21,Olas,25015.0,Guamuchil,2073.0,,1
7901,0,1,153,DIAZ,25006.0,Culiacan,2073.0,,1
8115,0,1,117,FRACC.,25006.0,Culiacan,2073.0,,1
8118,0,1,333,Presidentes,25014.0,Rosario,2073.0,,1
8119,0,2,117,INF.,25006.0,Culiacan,2073.0,,1
8120,0,1,154,Ejidal,25011.0,Guasave,2073.0,,1
8121,0,1,117,INF.,25006.0,Culiacan,2073.0,,1
8122,0,1,107,Industrial El Palmito,25006.0,Culiacan,2073.0,,1
8123,0,1,166,BRACILITOS,25006.0,Culiacan,2073.0,,1
8124,0,1,121,Nuevo,25006.0,Culiacan,2073.0,,1
8125,0,2,22,FRACC.,25006.0,Culiacan,2073.0,,1
8126,0,2,222,LEON,25011.0,Guasave,2073.0,,1
8127,0,1,117,Plaza,25006.0,Culiacan,2073.0,,1
8128,0,1,62,Olas,25006.0,Culiacan,2073.0,,1
8130,0,2,107,21 DE MARZO,25006.0,Culiacan,2073.0,,1
8131,0,1,107,SALVADOR,25006.0,Culiacan,2073.0,,1
8132,0,1,107,Las Granjas,25006.0,Culiacan,2073.0,,1
8135,0,2,94,Guadalupe,25006.0,Culiacan,2073.0,,1
8136,0,1,117,AMP.,25006.0,Culiacan,2073.0,,1
8137,0,1,117,Plaza,25006.0,Culiacan,2073.0,,1
8138,0,1,107,Centro,25006.0,Culiacan,2073.0,,1
8139,0,1,95,Centro,25006.0,Culiacan,2073.0,,1
8140,0,1,70,RUBEN,25006.0,Culiacan,2073.0,,1
8142,0,2,25,GUADALUPE VICTORIA,25006.0,Culiacan,2073.0,,1
8146,0,2,23,Campestre,25006.0,Culiacan,2073.0,,1
8148,0,2,25,Guadalupe,25006.0,Culiacan,2073.0,,1
8150,0,1,117,Plaza,25006.0,Culiacan,2073.0,,1
8151,0,2,87,VILLA,25006.0,Culiacan,2073.0,,1
8152,0,1,113,COLONIA AGRICOLA MÉXICO,25002.0,Angostura,2073.0,,1
8153,0,1,113,COLONIA AGRICOLA MÉXICO,25002.0,Angostura,2073.0,,1
8154,0,1,118,RUBEN,25006.0,Culiacan,2073.0,,1
8156,0,2,107,El Walamo,25006.0,Culiacan,2073.0,,1
8158,0,2,31,Centro,25006.0,Culiacan,2073.0,,1
8160,0,1,42,Centro,25009.0,Escuinapa,2073.0,,1
8161,0,2,25,VILLA,25006.0,Culiacan,2073.0,,1
8162,0,1,107,Libertad,25006.0,Culiacan,2073.0,,1
8163,0,1,107,Loma Linda,25006.0,Culiacan,2073.0,,1
8164,0,1,23,Infonavit Jobori,25006.0,Culiacan,2073.0,,1
8165,0,1,153,Montserrat,25006.0,Culiacan,2073.0,,1
8166,0,1,117,SALVADOR,25006.0,Culiacan,2073.0,,1
8168,0,1,121,La Constancia,25006.0,Culiacan,2073.0,,1
8169,0,2,156,Nayarit,25018.0,Navolato,2073.0,,1
8171,0,1,156,DAUTILLOS,25018.0,Navolato,2073.0,,1
8172,0,1,63,Ampliacion Ahome,25018.0,Navolato,2073.0,,1
8174,0,2,112,San Joaquin,25015.0,Guamuchil,2073.0,,1
8175,0,1,30,Stanza Solare,25006.0,Culiacan,2073.0,,1
8176,0,2,117,Ejidal,25006.0,Culiacan,2073.0,,1
8178,0,1,153,Stase,25006.0,Culiacan,2073.0,,1
8181,0,2,29,Ejidal,25018.0,Navolato,2073.0,,1
8182,0,1,107,INF.,25006.0,Culiacan,2073.0,,1
8185,0,2,107,FOV.,25006.0,Culiacan,2073.0,,1
8186,0,2,162,Centro,25004.0,Concordia,2073.0,,1
8187,0,1,107,Burocrata,25006.0,Culiacan,2073.0,,1
8188,0,1,16,Alhuey,25002.0,Angostura,2073.0,,1
8190,0,2,143,VILLAS,25002.0,Angostura,2073.0,,1
8191,0,1,118,RUIZ,25006.0,Culiacan,2073.0,,1
8192,0,1,117,REP.,25006.0,Culiacan,2073.0,,1
8193,0,1,22,La Higueras,25006.0,Culiacan,2073.0,,1
8194,0,2,30,Stanza Solare,25006.0,Culiacan,2073.0,,1
8195,0,2,107,SALVADOR,25006.0,Culiacan,2073.0,,1
8196,0,1,107,El Walamo,25006.0,Culiacan,2073.0,,1
8197,0,2,107,Libertad,25006.0,Culiacan,2073.0,,1
8199,0,2,127,Centro,25018.0,Navolato,2073.0,,1
8200,0,2,0,BUENOS AIRES,25006.0,Culiacan,2073.0,,1
8201,0,1,153,FOV.,25006.0,Culiacan,2073.0,,1
8203,0,1,98,RES.,25006.0,Culiacan,2073.0,,1
8205,0,1,153,Chapultepec,25006.0,Culiacan,2073.0,,1
8206,0,1,107,Infonavit Jobori,25006.0,Culiacan,2073.0,,1
8208,0,1,106,Sanchez Celis,25012.0,Mazatlan,2073.0,,1
8212,0,1,123,Libertad,25006.0,Culiacan,2073.0,,1
8213,0,2,85,Ejidal,25006.0,Culiacan,2073.0,,1
8214,0,1,117,AQUILES SERDAN,25006.0,Culiacan,2073.0,,1
8216,0,1,62,Estadio,25006.0,Culiacan,2073.0,,1
8217,0,1,107,Libertad,25006.0,Culiacan,2073.0,,1
8218,0,1,141,Margaritas,25006.0,Culiacan,2073.0,,1
8219,0,1,27,Libertad,25006.0,Culiacan,2073.0,,1
8221,0,1,118,Las Granjas,25006.0,Culiacan,2073.0,,1
8223,0,1,121,Burocrata,25006.0,Culiacan,2073.0,,1
8224,0,2,107,Industrial Bravo,25006.0,Culiacan,2073.0,,1
8225,0,2,98,Guadalupe,25006.0,Culiacan,2073.0,,1
8226,0,1,26,villa,25006.0,Culiacan,2073.0,,1
8227,0,1,73,Ejidal,25006.0,Culiacan,2073.0,,1
8228,0,2,107,HACIENDA,25006.0,Culiacan,2073.0,,1
8229,0,2,153,Las Granjas,25006.0,Culiacan,2073.0,,1
8232,0,1,10,Centro,25011.0,Guasave,2073.0,,1
8233,0,1,117,Los Angeles,25006.0,Culiacan,2073.0,,1
8234,0,1,107,Libertad,25006.0,Culiacan,2073.0,,1
8235,0,1,26,Montserrat,25006.0,Culiacan,2073.0,,1
8236,0,1,422,Centro,25006.0,Culiacan,2073.0,,1
8237,0,1,153,VILLA,25006.0,Culiacan,2073.0,,1
8238,0,1,15,Centro,25017.0,Sinaloa de Leyva,2073.0,,1
8244,0,1,107,El Walamo,25006.0,Culiacan,2073.0,,1
8245,0,2,153,Infonavit Jobori,25006.0,Culiacan,2073.0,,1
8246,0,1,107,Ejidal,25006.0,Culiacan,2073.0,,1
8249,0,2,424,Fovissste Playa Azul,25006.0,Culiacan,2073.0,,1
8251,0,1,127,Santa Natalia,25018.0,Navolato,2073.0,,1
8253,0,1,424,VILLA,25006.0,Culiacan,2073.0,,1
8256,0,1,98,Morelos,25006.0,Culiacan,2073.0,,1
8257,0,1,107,Stase,25006.0,Culiacan,2073.0,,1
8258,0,1,15,NACAVEBA,25017.0,Sinaloa de Leyva,2073.0,,1
8259,0,2,26,Los Angeles,25006.0,Culiacan,2073.0,,1
8260,0,1,324,FRACC.,25006.0,Culiacan,2073.0,,1
8262,0,1,78,Primavera,25006.0,Culiacan,2073.0,,1
8263,0,1,128,Olas,25006.0,Culiacan,2073.0,,1
8264,0,2,107,Nuevo,25006.0,Culiacan,2073.0,,1
8265,0,1,82,El Walamo,25006.0,Culiacan,2073.0,,1
8267,0,1,153,Infonavit Jobori,25006.0,Culiacan,2073.0,,1
8269,0,1,55,San Luis Ii,25011.0,Guasave,2073.0,,1
8274,0,1,56,El Tecomate,25018.0,Navolato,2073.0,,1
8276,0,2,153,San Luis Ii,25006.0,Culiacan,2073.0,,1
8277,0,2,107,IND.,25006.0,Culiacan,2073.0,,1
8278,0,2,82,Burocrata,25006.0,Culiacan,2073.0,,1
8280,0,1,107,Universidad 94,25006.0,Culiacan,2073.0,,1
8281,0,2,107,Revolucion,25006.0,Culiacan,2073.0,,1
8282,0,2,153,Infonavit Jobori,25006.0,Culiacan,2073.0,,1
8283,0,2,121,Olimpica,25006.0,Culiacan,2073.0,,1
8284,0,2,107,Pemex,25006.0,Culiacan,2073.0,,1
8285,0,1,119,Bugambilias,25006.0,Culiacan,2073.0,,1
8286,0,2,107,INF.,25006.0,Culiacan,2073.0,,1
8287,0,1,153,Insurgentes,25006.0,Culiacan,2073.0,,1
8289,0,2,25,Ejidal,25006.0,Culiacan,2073.0,,1
8290,0,2,70,El Walamo,25006.0,Culiacan,2073.0,,1
8292,0,1,107,ROSALES,25006.0,Culiacan,2073.0,,1
8295,0,1,107,San Rafael,25006.0,Culiacan,2073.0,,1
8296,0,2,169,Los Angeles,25006.0,Culiacan,2073.0,,1
8297,0,1,21,COUNTRY,25006.0,Culiacan,2073.0,,1
8299,0,2,107,Nuevo Culiacan,25006.0,Culiacan,2073.0,,1
8300,0,1,107,Nuevo,25006.0,Culiacan,2073.0,,1
8301,0,1,82,Burocrata,25006.0,Culiacan,2073.0,,1
8302,0,2,112,caitime,25015.0,Guamuchil,2073.0,,1
8303,0,1,73,Chapultepec,25006.0,Culiacan,2073.0,,1
8304,0,1,107,Montserrat,25006.0,Culiacan,2073.0,,1
8305,0,1,339,La Higueras,25006.0,Culiacan,2073.0,,1
8306,0,2,111,Jacarandas,25012.0,Mazatlan,2073.0,,1
8307,0,2,112,La Higueras,25015.0,Guamuchil,2073.0,,1
8310,0,1,26,Olas,25006.0,Culiacan,2073.0,,1
8312,0,1,107,AMP.,25006.0,Culiacan,2073.0,,1
8314,0,1,85,Campestre,25006.0,Culiacan,2073.0,,1
8317,0,1,107,INF.,25006.0,Culiacan,2073.0,,1
8319,0,2,107,Campestre,25006.0,Culiacan,2073.0,,1
8320,0,1,56,villas,25013.0,Mocorito,2073.0,,1
8321,0,1,117,Libertad,25006.0,Culiacan,2073.0,,1
8322,0,1,27,San Miguel,25005.0,Cosala,2073.0,,1
8323,0,2,107,Plaza,25006.0,Culiacan,2073.0,,1
8324,0,2,153,fracc.canaco,25006.0,Culiacan,2073.0,,1
8326,0,2,119,INF.,25006.0,Culiacan,2073.0,,1
8329,0,1,0,mautos,25006.0,Culiacan,2073.0,,1
8330,0,1,107,INF.,25006.0,Culiacan,2073.0,,1
8331,0,1,107,villa,25006.0,Culiacan,2073.0,,1
8332,0,2,153,Olas,25006.0,Culiacan,2073.0,,1
8334,0,2,151,Emiliano Zapata,25004.0,Concordia,2073.0,,1
8336,0,1,153,Infonavit Jobori,25006.0,Culiacan,2073.0,,1
8337,0,1,107,VILLA,25006.0,Culiacan,2073.0,,1
8339,0,1,190,Los Angeles,25006.0,Culiacan,2073.0,,1
8342,0,1,429,villas,25006.0,Culiacan,2073.0,,1
8344,0,1,71,Infonavit Jobori,25006.0,Culiacan,2073.0,,1
8345,0,1,438,Casa Blanca,25006.0,Culiacan,2073.0,,1
8348,0,1,82,Guadalupe,25006.0,Culiacan,2073.0,,1
8349,0,2,26,Villa del Real,25006.0,Culiacan,2073.0,,1
8350,0,1,121,Nuevo,25006.0,Culiacan,2073.0,,1
8352,0,2,117,Libertad,25006.0,Culiacan,2073.0,,1
8353,0,2,107,CAMPO,25006.0,Culiacan,2073.0,,1
8354,0,2,433,Olas,25018.0,Navolato,2073.0,,1
8360,0,2,107,El Walamo,25006.0,Culiacan,2073.0,,1
8361,0,2,107,Campestre,25006.0,Culiacan,2073.0,,1
8362,0,2,107,VILLAS,25006.0,Culiacan,2073.0,,1
8365,0,1,0,Olas,25006.0,Culiacan,2073.0,,1
8366,0,1,0,Issstesin,25006.0,Culiacan,2073.0,,1
8368,0,1,0,ruben,25006.0,Culiacan,2073.0,,1
8369,0,2,111,Nakayama,25006.0,Culiacan,2073.0,,1
8392,0,1,0,Infonavit Jobori,25006.0,Culiacan,2073.0,,1
8395,0,2,0,Emiliano Zapata,25006.0,Culiacan,2073.0,,1
8425,0,2,0,Primavera,25006.0,Culiacan,2073.0,,1
8426,0,1,0,Guadalupe,25006.0,Culiacan,2073.0,,1
8427,0,1,0,fraccionamiento los portales,25006.0,Culiacan,2073.0,,1
8428,0,1,0,cd.hermanas,25006.0,Culiacan,2073.0,,1
8429,0,1,0,San Rafael,25006.0,Culiacan,2073.0,,1
8430,0,1,0,Infonavit Jobori,25006.0,Culiacan,2073.0,,1
8432,0,2,0,Centro,25006.0,Culiacan,2073.0,,1
8433,0,2,0,Universidad 94,25006.0,Culiacan,2073.0,,1
8434,0,2,0,Nuevo,25006.0,Culiacan,2073.0,,1
8435,0,2,0,villa,25006.0,Culiacan,2073.0,,1
8438,0,1,0,Cuauhtemoc,25006.0,Culiacan,2073.0,,1
8440,0,1,0,Miramar,25006.0,Culiacan,2073.0,,1
8443,0,2,0,Los Angeles,25006.0,Culiacan,2073.0,,1
8444,0,1,0,Altabrisa,25006.0,Culiacan,2073.0,,1
8447,0,1,0,Morelos,25006.0,Culiacan,2073.0,,1
8448,0,1,0,Fovissste Playa Azul,25006.0,Culiacan,2073.0,,1
8449,0,1,0,Villa del Real,25006.0,Culiacan,2073.0,,1
8450,0,1,0,Grijalva,25006.0,Culiacan,2073.0,,1
8451,0,2,0,inf.,25006.0,Culiacan,2073.0,,1
8453,0,2,26,Popular,25006.0,Culiacan,2073.0,,1
8455,0,2,0,Guadalupe,25006.0,Culiacan,2073.0,,1
8457,0,1,0,Fovissste Playa Azul,25006.0,Culiacan,2073.0,,1
8458,0,2,0,EMILIANO ZAPATA,25006.0,Culiacan,2073.0,,1
8459,0,2,0,Juan,25006.0,Culiacan,2073.0,,1
8460,0,1,0,rosales,25006.0,Culiacan,2073.0,,1
8461,0,1,0,San Rafael,25006.0,Culiacan,2073.0,,1
8462,0,1,0,Primavera,25006.0,Culiacan,2073.0,,1
8463,0,1,0,inf.,25006.0,Culiacan,2073.0,,1
8465,0,1,0,Los Robles,25006.0,Culiacan,2073.0,,1
8466,0,1,50,Heraclio Bernal,25016.0,San Ignacio,2073.0,,1
8467,0,2,0,Conchas,25006.0,Culiacan,2073.0,,1
8470,0,2,0,Capistrano Ii,25006.0,Culiacan,2073.0,,1
8472,0,2,0,campo,25006.0,Culiacan,2073.0,,1
8473,0,2,0,Libertad,25006.0,Culiacan,2073.0,,1
8474,0,1,0,Olas,25006.0,Culiacan,2073.0,,1
8476,0,2,0,Chula Vista,25006.0,Culiacan,2073.0,,1
8481,0,2,0,Plaza,25006.0,Culiacan,2073.0,,1
8483,0,1,0,La Higueras,25006.0,Culiacan,2073.0,,1
8484,0,2,0,rosales,25006.0,Culiacan,2073.0,,1
8485,0,2,0,Primavera,25006.0,Culiacan,2073.0,,1
8486,0,2,0,fracc.,25006.0,Culiacan,2073.0,,1
8495,0,1,0,simon,25006.0,Culiacan,2073.0,,1
8521,0,1,0,Jorge,25006.0,Culiacan,2081.0,,1
8557,0,2,156,CALDERON,25018.0,Navolato,2083.0,,1
8558,0,2,29,conv,25018.0,Navolato,2083.0,,1
8559,0,2,153,Campestre,25006.0,Culiacan,2083.0,,1
8560,0,1,117,Jardin,25006.0,Culiacan,2083.0,,1
8561,0,1,65,Libertad,25006.0,Culiacan,2083.0,,1
8563,0,2,144,Grijalva,25015.0,Guamuchil,2083.0,,1
8564,0,2,95,Grecia,25006.0,Culiacan,2083.0,,1
8565,0,2,65,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,2083.0,,1
8567,0,1,27,San Francisco,25006.0,Culiacan,2083.0,,1
8569,0,2,121,San Ignacio,25006.0,Culiacan,2083.0,,1
8571,0,1,474,FRACC.,25006.0,Culiacan,2083.0,,1
8572,0,2,107,Villa del Real,25006.0,Culiacan,2083.0,,1
8573,0,2,98,Centro,25018.0,Navolato,2083.0,,1
8574,0,2,118,Universidad 94,25006.0,Culiacan,2083.0,,1
8575,0,2,26,FRACC.,25006.0,Culiacan,2083.0,,1
8576,0,2,351,VILLA,25006.0,Culiacan,2083.0,,1
8577,0,1,121,San Joaquin,25006.0,Culiacan,2083.0,,1
8578,0,1,98,Universidad 94,25006.0,Culiacan,2083.0,,1
8579,0,2,475,Chapultepec,25006.0,Culiacan,2083.0,,1
8580,0,2,118,Stanza Solare,25006.0,Culiacan,2083.0,,1
8581,0,2,127,s/n.,25018.0,Navolato,2083.0,,1
8582,0,2,156,San Rafael,25018.0,Navolato,2083.0,,1
8583,0,2,65,Infonavit Jobori,25006.0,Culiacan,2083.0,,1
8584,0,2,222,Villa del Real,25011.0,Guasave,2083.0,,1
8585,0,1,117,Finisterra,25006.0,Culiacan,2083.0,,1
8587,0,2,121,Stase,25006.0,Culiacan,2083.0,,1
8588,0,1,26,INF.,25006.0,Culiacan,2083.0,,1
8589,0,2,95,Olas,25006.0,Culiacan,2083.0,,1
8590,0,1,107,Emiliano Zapata,25006.0,Culiacan,2083.0,,1
8591,0,1,153,Las Granjas,25006.0,Culiacan,2083.0,,1
8592,0,2,107,Ferrocarrilera,25006.0,Culiacan,2083.0,,1
8593,0,2,29,Alcanfores,25018.0,Navolato,2083.0,,1
8595,0,1,477,Centro,25006.0,Culiacan,2083.0,,1
8596,0,1,121,Universidad 94,25006.0,Culiacan,2083.0,,1
8598,0,1,65,DIAZ,25006.0,Culiacan,2083.0,,1
8599,0,1,475,Fracc. san valentino,25006.0,Culiacan,2083.0,,1
8600,0,1,117,FRACC.,25006.0,Culiacan,2083.0,,1
8602,0,2,34,San Miguel,25016.0,San Ignacio,2083.0,,1
8603,0,1,117,San Rafael,25006.0,Culiacan,2083.0,,1
8605,0,1,23,FRACC.,25006.0,Culiacan,2083.0,,1
8606,0,1,112,Cuauhtemoc,25015.0,Guamuchil,2083.0,,1
8607,0,2,85,VILLA,25006.0,Culiacan,2083.0,,1
8608,0,1,98,Centro,25006.0,Culiacan,2083.0,,1
8609,0,1,107,Los Angeles,25006.0,Culiacan,2083.0,,1
8611,0,1,70,FELIPE,25006.0,Culiacan,2083.0,,1
8612,0,2,65,Libertad,25006.0,Culiacan,2083.0,,1
8613,0,2,107,Olas,25006.0,Culiacan,2083.0,,1
8614,0,2,153,FRACC.,25006.0,Culiacan,2083.0,,1
8616,0,1,23,DIAZ,25006.0,Culiacan,2083.0,,1
8617,0,1,352,CONOCIDA,25006.0,Culiacan,2083.0,,1
8618,0,2,121,El Walamo,25006.0,Culiacan,2083.0,,1
8619,0,1,117,,25018.0,Navolato,2083.0,,1
8621,0,1,121,San Ignacio,25006.0,Culiacan,2083.0,,1
8622,0,1,107,Nuevo,25006.0,Culiacan,2083.0,,1
8624,0,1,73,Stase,25006.0,Culiacan,2083.0,,1
8625,0,1,443,RESID.,25006.0,Culiacan,2083.0,,1
8626,0,2,107,San Francisco,25006.0,Culiacan,2083.0,,1
8627,0,2,153,CONOCIDA,25006.0,Culiacan,2083.0,,1
8631,0,2,117,REP.,25006.0,Culiacan,2083.0,,1
8632,0,2,469,Centro,25009.0,Escuinapa,2083.0,,1
8633,0,1,107,21 DE MARZO,25006.0,Culiacan,2083.0,,1
8634,0,2,127,Tamazula,25018.0,Navolato,2083.0,,1
8635,0,1,107,Los Angeles,25006.0,Culiacan,2083.0,,1
8636,0,1,112,Morelos,25015.0,Guamuchil,2083.0,,1
8637,0,1,117,Ferrocarrilera,25006.0,Culiacan,2083.0,,1
8638,0,1,27,JUNTAS,25006.0,Culiacan,2083.0,,1
8639,0,1,107,Olas,25006.0,Culiacan,2083.0,,1
8640,0,1,29,CALDERON,25018.0,Navolato,2083.0,,1
8641,0,2,153,Fovissste Playa Azul,25006.0,Culiacan,2083.0,,1
8642,0,1,49,ALCOYONQUI,25003.0,Badiraguato,2083.0,,1
8643,0,1,156,BONIFANT,25018.0,Navolato,2083.0,,1
8646,0,2,117,INF.,25006.0,Culiacan,2083.0,,1
8647,0,1,107,21 DE MARZO,25006.0,Culiacan,2083.0,,1
8648,0,1,117,FRACC.,25006.0,Culiacan,2083.0,,1
8649,0,1,113,col.agricola,25002.0,Angostura,2083.0,,1
8650,0,1,153,Stase,25006.0,Culiacan,2083.0,,1
8651,0,2,153,Nuevo,25006.0,Culiacan,2083.0,,1
8653,0,1,351,Centro,25006.0,Culiacan,2083.0,,1
8654,0,1,79,Acueducto,25006.0,Culiacan,2083.0,,1
8655,0,1,65,FELIPE,25006.0,Culiacan,2083.0,,1
8656,0,1,153,Stase,25006.0,Culiacan,2083.0,,1
8657,0,2,153,Montserrat,25006.0,Culiacan,2083.0,,1
8658,0,1,153,FRACC.,25006.0,Culiacan,2083.0,,1
8659,0,2,107,LOMALINDA,25006.0,Culiacan,2083.0,,1
8663,0,1,153,FRACC.,25006.0,Culiacan,2083.0,,1
8664,0,1,27,FRACC.,25006.0,Culiacan,2083.0,,1
8666,0,1,98,El Walamo,25006.0,Culiacan,2083.0,,1
8669,0,1,117,Mezquitillo,25006.0,Culiacan,2083.0,,1
8670,0,1,30,INF.,25006.0,Culiacan,2083.0,,1
8671,0,2,118,LOPEZ,25006.0,Culiacan,2083.0,,1
8672,0,1,117,San Miguel,25006.0,Culiacan,2083.0,,1
8673,0,2,153,Montserrat,25006.0,Culiacan,2083.0,,1
8674,0,2,26,El Walamo,25006.0,Culiacan,2083.0,,1
8675,0,1,95,Infonavit Jobori,25006.0,Culiacan,2083.0,,1
8676,0,2,27,SALVADOR,25006.0,Culiacan,2083.0,,1
8677,0,1,50,Centro,25016.0,San Ignacio,2083.0,,1
8678,0,1,117,Olas,25006.0,Culiacan,2083.0,,1
8682,0,1,117,FRACC.,25006.0,Culiacan,2083.0,,1
8683,0,2,339,Campestre,25006.0,Culiacan,2083.0,,1
8684,0,2,26,FRACC.,25006.0,Culiacan,2083.0,,1
8685,0,1,26,DIAZ,25006.0,Culiacan,2083.0,,1
8687,0,1,117,Nuevo,25006.0,Culiacan,2083.0,,1
8688,0,1,156,Alcanfores,25018.0,Navolato,2083.0,,1
8690,0,2,153,San Joaquin,25006.0,Culiacan,2083.0,,1
8691,0,2,31,CONOCIDA,25006.0,Culiacan,2083.0,,1
8692,0,1,71,RUBEN,25006.0,Culiacan,2083.0,,1
8694,0,1,22,San Ignacio,25006.0,Culiacan,2083.0,,1
8696,0,2,153,INF.,25006.0,Culiacan,2083.0,,1
8697,0,2,107,GAMEZ,25006.0,Culiacan,2083.0,,1
8699,0,1,71,Montserrat,25006.0,Culiacan,2083.0,,1
8701,0,1,29,Chula Vista,25018.0,Navolato,2083.0,,1
8703,0,2,94,Insurgentes,25006.0,Culiacan,2083.0,,1
8704,0,1,27,Infonavit Jobori,25006.0,Culiacan,2083.0,,1
8705,0,1,153,INF.,25006.0,Culiacan,2083.0,,1
8706,0,2,153,Issstesin,25006.0,Culiacan,2083.0,,1
8708,0,1,153,Valle Verde,25006.0,Culiacan,2083.0,,1
8709,0,2,143,villa,25002.0,Angostura,2083.0,,1
8710,0,2,143,FCO.,25002.0,Angostura,2083.0,,1
8712,0,1,97,Nuevo,25006.0,Culiacan,2083.0,,1
8713,0,1,97,Morelos,25006.0,Culiacan,2083.0,,1
8714,0,1,154,CONOCIDA,25011.0,Guasave,2083.0,,1
8715,0,1,121,AMP.,25006.0,Culiacan,2083.0,,1
8716,0,1,92,El Walamo,25006.0,Culiacan,2083.0,,1
8717,0,2,108,Conchas,25009.0,Escuinapa,2083.0,,1
8718,0,1,91,Olas,25006.0,Culiacan,2083.0,,1
8720,0,2,153,Humaya,25006.0,Culiacan,2083.0,,1
8721,0,2,95,Campestre,25006.0,Culiacan,2083.0,,1
8722,0,1,118,San Miguel,25006.0,Culiacan,2083.0,,1
8723,0,1,153,INF.,25006.0,Culiacan,2083.0,,1
8724,0,1,107,LOMALINDA,25006.0,Culiacan,2083.0,,1
8726,0,2,339,San Francisco,25006.0,Culiacan,2083.0,,1
8731,0,1,121,San Joaquin,25006.0,Culiacan,2083.0,,1
8733,0,2,14,CONOCIDA,25011.0,Guasave,2083.0,,1
8734,0,2,127,Obrera,25018.0,Navolato,2083.0,,1
8735,0,1,10,Infonavit Jobori,25011.0,Guasave,2083.0,,1
8737,0,2,29,HERIBERTO,25018.0,Navolato,2083.0,,1
8738,0,2,183,Los Angeles,25012.0,Mazatlan,2083.0,,1
8739,0,2,121,Prodensa,25006.0,Culiacan,2083.0,,1
8740,0,2,117,PLUTARCO,25006.0,Culiacan,2083.0,,1
8741,0,1,117,El Walamo,25006.0,Culiacan,2083.0,,1
